id,name,table_bookings,online_ordering,location,rating,votes,phone,restaurant_type,restaurant_operation,popular_dishes,cuisines_offered,primary_cuisine,
36849,Grills And Tandoor,Yes,Yes,Tribeca,3.7 /5,114," 8910378576
080 43761888",Casual Dining,Dine-out,7,2,American,
17883,Imli,Yes,No,Greenwich,3.8/5,1837,080 45128802,Casual Dining,Delivery,,2,American,
30774,RK Fast Food,No,No,Lower Manhattan,,0,8919293202,Quick Bites,Delivery,1,2,Mexican,
20179,Omleterian,Yes,No,Lower Manhattan,,0,,Quick Bites,Delivery,1,2,American,
27356,Still Sipping,Yes,Yes,East Village,,0,8971657774,Cafe,Delivery,1,3,Snacks,
10653,Omleterian,Yes,No,Lower Manhattan,,,,Quick Bites,Dine-out,1,2,American,
23841,Coconut Grove,No,No,Midtown,3.4/5,97,"080 48146882,  9945058354",Casual Dining,Drinks & nightlife,6,4,Mexican,
3013,Polamma's Mess,Yes,No,Lower Manhattan,4.2/5,185,9743060222,Mess,Delivery,7,3,American,
8332,Om Made Cafe,No,No,Tribeca,4.0/5,2729,"080 43024010, 080 25533369",Cafe,Cafes,7,4,Snacks,
29384,Birinz,Yes,No,East Village,4.3 /5,83,080 49653397,Casual Dining,Delivery,7,3,Italian,
40630,American Food,Yes,No,Staten and Ellis Islands,,0,7624863271,Quick Bites,Delivery,1,2,American,
17032,Sunny Cafe & Kitchen,Yes,Yes,East Village,3.8/5,499,080 49653055,Cafe,Dine-out,7,4,Snacks,
3613,Priya Restaurant,No,No,Chelsea,,0," 8970413456,  9036000184",Quick Bites,Dine-out,1,2,Mexican,
23638,LIT Gastro Pub,Yes,Yes,Chelsea,3.7/5,205,9739380630,Pub,Dine-out,7,4,Chinese,
8465,The Biriyani Pedia,Yes,No,Lower Manhattan,3.9/5,56,9809202588,Quick Bites,Delivery,4,1,Italian,
22692,Uttara Karanataka Mess,No,No,Midtown,3.3/5,5,8746939143,Mess,Delivery,,1,Mexican,
41850,Chatorezz,Yes,No,Staten and Ellis Islands,3.6 /5,26," 8050861849
 6202983092",Quick Bites,Dine-out,1,2,American,
50644,The Lighthouse Cafe,No,No,Chinatown,3.6 /5,21,9916235660,Casual Dining,Delivery,1,2,American,
41127,Parrattha Ssinghh,Yes,No,Staten and Ellis Islands,4.1 /5,48,7483073451,Quick Bites,Delivery,3,1,American,
21469,Birthday Buddy,No,No,Midtown,,0," 8970900910,  8880007484",Fine Dining,Dine-out,1,3,American,
29014,New Udupi Grand,Yes,No,East Village,3.6 /5,36," 9591149245,  8452928697",Quick Bites,Dine-out,1,4,Mexican,
11012,Starbucks,No,No,Midtown,4.2/5,386," 9663994264,  8884678564",,Dine-out,7,2,Snacks,
17677,Chowpatty,Yes,No,Greenwich,3.9/5,924," 9916820043, 080 48908122",Quick Bites,Delivery,7,3,American,
17522,Peacock,Yes,Yes,Greenwich,3.9/5,847,080 49653000,Casual Dining,Buffet,7,3,American,
35834,Royal View Restaurant,Yes,No,Lower Manhattan,3.7 /5,26,"080 41133114
080 41233571",Casual Dining,Delivery,1,3,American,
29853,Speedbreaker,Yes,No,Lower Manhattan,3.4 /5,15," 9980399477,  8660933013",Quick Bites,Delivery,1,1,American,
27595,Chef All Nite,Yes,No,Lower Manhattan,3.8/5,464," 9535793969,  8147283784",,Delivery,6,2,Chinese,
48984,Petoo,Yes,No,East Village,4.1 /5,105,7899670003,Quick Bites,Delivery,5,3,American,
51060,Herbs & Spices,Yes,Yes,Chinatown,4.0 /5,1116," 9945420242
 9741703242",Casual Dining,Dine-out,7,2,Italian,
15162,Gundappa Donne Burger,No,No,Greenwich,2.5/5,90,9880023409,Quick Bites,Delivery,6,1,Italian,
7587,Canopus Multicuisine Restaurant,Yes,No,Staten and Ellis Islands,NEW,0,7349423232,Casual Dining,Delivery,1,4,American,
50686,F5,No,No,Chinatown,3.2 /5,4,8073637562,Quick Bites,Delivery,1,5,American,
27779,Ganesh Restaurant,Yes,No,Tribeca,3.7/5,51," 9845177981,  8971812966",Quick Bites,Delivery,1,2,Chinese,
20085,Burger Magic,Yes,No,Lower Manhattan,3.5/5,31," 9986583274,  9886766087",Quick Bites,Delivery,1,2,American,
34619,What the Food,No,No,Lower Manhattan,3.6 /5,38," 9739019190
 9845040679",Quick Bites,Dine-out,,3,American,
26790,Vijayalakshmi Veg,Yes,No,Chelsea,3.9/5,99,080 49653105,Quick Bites,Delivery,4,1,Mexican,
3945,Perk Estd 1986 Delhi,Yes,Yes,Staten and Ellis Islands,4.4/5,1209,9606463631,Casual Dining,Delivery,7,1,American,
16496,South Tiffins,Yes,No,East Village,3.6/5,144,8095500014,Quick Bites,Delivery,5,1,Mexican,
36299,Hyderabadi Burger House,No,No,Lower Manhattan,,0,"00 08041160999
 9343377779",Quick Bites,Delivery,1,1,Italian,
11351,New Select Hotel,No,No,Chelsea,,0,9739001272,Quick Bites,Dine-out,1,1,Mexican,
15812,Caffe Pascucci,Yes,Yes,East Village,4.1/5,720,8043758922,Cafe,Cafes,7,5,Snacks,
45820,Urban Tamaasha,Yes,Yes,Greenwich,4.1 /5,886,080 49653528,Casual Dining,Dine-out,7,3,American,
26929,Dr. Shawarma,Yes,No,East Village,3.5/5,4,9632680729,Quick Bites,Delivery,1,3,American,
17543,Raaga,Yes,Yes,Greenwich,3.8/5,297,"080 25250235,  9341217011",Casual Dining,Buffet,7,3,American,
41766,Sri Vishnu Veg,Yes,No,Staten and Ellis Islands,3.5 /5,14," 8971112280
 9964394099",Quick Bites,Dine-out,1,1,Mexican,
45796,Dindigul Thalappakatti,Yes,No,Greenwich,4.3 /5,328," 8042297250
 8042297350",Casual Dining,Dine-out,6,4,Italian,
31777,Kallummakkaya,Yes,No,Lower Manhattan,,0,9605141138,Quick Bites,Dine-out,1,2,Mexican,
44713,Peacock,Yes,Yes,Greenwich,4.0 /5,861,080 49653000,Casual Dining,Buffet,7,3,American,
2528,Grazers,Yes,Yes,Chelsea,3.9/5,291,080 26650668,Cafe,Cafes,7,5,Snacks,
40971,Akshara,Yes,No,Staten and Ellis Islands,4.0 /5,136,080 49653312,Casual Dining,Delivery,7,3,Mexican,
7957,Meghana Grand,Yes,No,Chinatown,3.5/5,131," 8028414144,  9686274389",Casual Dining,Dine-out,1,2,Italian,
23383,Donne Biriyani Mane,No,No,Midtown,,0,9901365544,Quick Bites,Dine-out,1,2,Italian,
45294,Good Meals,Yes,No,Greenwich,,0," 7405758528
 9945586781",Takeaway,Delivery,1,2,American,
51686,Windmills Craftworks,No,No,Chinatown,4.6 /5,5954,8880233322,Microbrewery,Pubs and bars,7,3,American,
2852,Maiyas,Yes,No,Chelsea,4.0/5,1778,9632411352,Quick Bites,Delivery,7,4,American,
17025,Sufra Restaurant,Yes,Yes,East Village,3.7/5,112," 8049713233,  9111113936",Casual Dining,Dine-out,5,2,American,
34976,The Biriyani Pedia,Yes,No,Lower Manhattan,4.0 /5,59,9809202588,Quick Bites,Delivery,4,2,Italian,
457,Subz,Yes,Yes,Chelsea,4.2/5,2022,080 49652607,Casual Dining,Delivery,7,2,American,
16728,Kakatiya's,Yes,No,East Village,3.1/5,6,9900026091,Quick Bites,Delivery,1,2,Mexican,
10428,El Salver,Yes,Yes,Lower Manhattan,3.9/5,74,9916802277,Casual Dining,Dine-out,1,6,Italian,
51694,Whitefield Social,Yes,No,Chinatown,4.1 /5,2773," 8049626661
 9886252234",Pub,Pubs and bars,7,5,American,
8959,Chicken Magic,Yes,No,Lower Manhattan,3.7/5,209,8095577245,,Delivery,1,2,Chinese,
41216,Swad-Deshi Restaurant,Yes,No,Staten and Ellis Islands,3.5 /5,13,8095033335,Quick Bites,Delivery,1,2,Mexican,
32846,Mudpipe Cafe,Yes,Yes,Lower Manhattan,4.5 /5,1879,9631220007,Cafe,Delivery,7,3,Snacks,
34965,Mysuru Coffee Thindi,Yes,No,Chelsea,4.1 /5,312,,Quick Bites,Delivery,7,2,Mexican,
1023,Aramane Donne Biriyani,Yes,No,Lower Manhattan,3.9/5,189," 7411877401,  7829588445",Quick Bites,Delivery,2,2,Italian,
4089,Ustaad Burger,Yes,No,Staten and Ellis Islands,,0," 9108491097,  8043705352",Delivery,Delivery,1,1,Italian,
9933,Akshaya Grand,Yes,No,Lower Manhattan,3.4/5,29," 9844508520, 080 26682939",Casual Dining,Delivery,1,1,American,
37367,Sri Vishnupriya,No,No,Lower Manhattan,3.0 /5,67,9743747785,Quick Bites,Dine-out,2,3,Mexican,
7918,Barbeque Nation,No,No,Chinatown,3.8/5,32,9071569991,Casual Dining,Dine-out,1,5,American,
30789,RGS Ambur briyani,No,No,Lower Manhattan,,0,8095566413,Quick Bites,Delivery,1,2,Italian,
7533,Chawla's 2 Online.com,Yes,No,Staten and Ellis Islands,,0,9910009994,Delivery,Delivery,1,1,American,
11105,Grills And Tandoor,Yes,Yes,Tribeca,3.6/5,107," 8910378576, 080 43761888",Casual Dining,Dine-out,,2,American,
35587,HOTEL VKM,Yes,No,Lower Manhattan,,0," 9880622209
 7411290003",Quick Bites,Delivery,1,1,Mexican,
8353,Fresh Pressery Cafe,Yes,No,Tribeca,4.1/5,137,080 41724989,Cafe,Cafes,7,5,Snacks,
27658,Hunan,No,Yes,Tribeca,,2246,080 25520154,Casual Dining,Delivery,7,3,Chinese,
16112,Spicy Menu,No,No,East Village,,0,9538550123,Quick Bites,Delivery,1,2,Chinese,
2949,Chulha Chauki Da Perk,Yes,No,Midtown,4.2/5,2353,"080 41204283,  7349738056",Casual Dining,Delivery,7,1,American,
21293,Chulha Chauki Da Perk,Yes,No,Midtown,4.3 /5,2447,"080 41204283,  7349738056",Casual Dining,Dine-out,7,1,American,
16855,Third Wave Coffee Roasters,Yes,No,East Village,4.2/5,141," 7349791061,  9986625007",Cafe,Desserts,6,2,Snacks,
31125,The Flying Trapeze,No,Yes,Tribeca,NEW,0,080 49652426,Lounge,Dine-out,1,3,American,
41297,Chawla's 2 Online.com,Yes,No,Staten and Ellis Islands,,0,9910009994,Delivery,Delivery,1,1,American,
8659,The House Of Paratha,Yes,No,Tribeca,3.7/5,58,"080 25505318,  9886077960",Quick Bites,Delivery,1,1,American,
7621,Beyond Elements,Yes,Yes,Chinatown,4.1/5,859,080 48500777,Casual Dining,Delivery,7,4,Snacks,
21766,The Pavillion,No,No,Midtown,,43,"080 42456060,  9900014132",Casual Dining,Buffet,1,4,American,
18548,Bhikaram Chandmal Bhujiawala,No,No,Greenwich,3.0/5,41,"080 22976861,  9341462534",Quick Bites,Desserts,1,2,American,
10567,Pizza Central,Yes,No,Lower Manhattan,4.0/5,199,9731100002,Quick Bites,Dine-out,5,1,American,
7886,Windmills Craftworks,No,No,Chinatown,4.6/5,5890,8880233322,Microbrewery,Dine-out,7,3,American,
22415,PK Perk,Yes,No,Staten and Ellis Islands,NEW,0,9945398372,Dhaba,Delivery,1,3,American,
9196,Sector 7 CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Yes,No,East Village,4.3/5,1101,8041697171,Cafe,Delivery,7,4,Snacks,
23370,Vinaya Cafe,Yes,No,Midtown,3.7/5,55,"080 41233313,  7022281100",Quick Bites,Dine-out,2,3,Mexican,
16173,Best Burger,No,No,East Village,,0,8971042098,Quick Bites,Delivery,1,3,American,
27730,Jagan's Hotel,No,No,East Village,,0,9900044424,Quick Bites,Delivery,1,2,Mexican,
45168,Ideal Kitchen,Yes,No,Greenwich,3.5 /5,26," 9164863549
 8073560905",Quick Bites,Delivery,1,4,American,
34482,Al Hayath,No,No,Lower Manhattan,3.5 /5,,9342577103,Quick Bites,Dine-out,1,2,American,
8076,S.M.S.Evening Fast Food,No,No,Chinatown,3.4/5,10,9448171435,Quick Bites,Dine-out,1,2,Italian,
3492,Golden Oak - La Marvella Sarovar Premiere Hotel,No,Yes,Chelsea,4.0/5,370,080 49653191,Casual Dining,Dine-out,7,4,American,
4081,Foxtrot,Yes,Yes,Staten and Ellis Islands,4.4/5,1146," 9108136001,  9108136003",Pub,Delivery,7,4,American,
19920,Cross Road Cafe,Yes,No,Chelsea,3.9/5,91,080 41247022,Cafe,Delivery,7,3,Snacks,
9538,Hungry Mates,No,No,Lower Manhattan,,0,7875480488,Quick Bites,Delivery,1,1,American,
51085,Noodle Bar,Yes,Yes,Chinatown,4.0 /5,1070,080 67266466,Casual Dining,Dine-out,7,2,Chinese,
3502,Euki,Yes,Yes,Chelsea,4.1/5,553,080 41315550,Casual Dining,Dine-out,7,2,Italian,
8777,Sri Sapana Perk,Yes,No,Lower Manhattan,3.3/5,9,7411562150,Quick Bites,Delivery,1,1,American,
19815,Ambur Star Dum Burger,Yes,No,Chelsea,3.4/5,17," 7200110202,  9840017416",Quick Bites,Delivery,1,1,Italian,
10740,Salkara Malabar Kitchen,No,No,Lower Manhattan,NEW,0,7975022318,Quick Bites,Dine-out,1,3,Mexican,
22682,North American Meals,No,No,Midtown,3.2/5,5,9663636123,Takeaway,Delivery,1,1,American,
23179,Mango Greens,No,Yes,Midtown,3.9/5,48," 9880863789, 080 26851030",Casual Dining,Dine-out,1,3,American,
17006,Rashtrakutas,Yes,Yes,East Village,4.0/5,403," 8884459955,  8884495599",Casual Dining,Dine-out,7,3,Mexican,
20732,It's My Meal Food Service,No,No,East Village,,0,9845972713,Delivery,Delivery,1,2,American,
37468,Karnataka Biriyani Centre,No,No,Chelsea,,0," 9902593411
 8147118457",Quick Bites,Dine-out,1,1,Italian,
28997,Dindigul Time Pass Restaurant,Yes,No,East Village,3.2 /5,115," 7795012021,  9686612009",Casual Dining,Dine-out,1,4,Mexican,
22528,Nanna Munna Paratha House,Yes,No,Lower Manhattan,4.0/5,109," 8088120161,  9738720798",Quick Bites,Delivery,2,1,American,
18776,Raaga,Yes,Yes,Greenwich,3.8/5,,"080 25250235,  9341217011",Casual Dining,Dine-out,7,3,American,
21394,Namma Banashankari Donne Burger,Yes,No,Midtown,4.1 /5,101,8123292275,Quick Bites,Dine-out,1,2,Italian,
8650,Nanna Munna Paratha House,Yes,No,Lower Manhattan,4.0/5,108," 8088120161,  9738720798",Quick Bites,Delivery,2,1,American,
19396,Sattvam,No,No,Midtown,4.3/5,357,"080 26595000,  9483275526",Casual Dining,Buffet,7,2,American,
40901,Alankar Restaurant,No,No,Staten and Ellis Islands,NEW,0,9791238888,Casual Dining,Delivery,1,3,Mexican,
2790,Mudpipe Cafe,Yes,Yes,Lower Manhattan,4.5/5,1872,9631220007,Cafe,Delivery,7,3,Snacks,
31875,Mast Burger,No,No,Lower Manhattan,,0,,Quick Bites,Dine-out,1,2,Italian,
35410,South Tiffins,Yes,No,East Village,3.5 /5,144,8095500014,Quick Bites,Delivery,5,1,Mexican,
37457,Two States,No,No,Lower Manhattan,3.4 /5,5,8618040055,Quick Bites,Dine-out,1,4,American,
50167, Palace,Yes,Yes,Chinatown,3.8 /5,,080 49653279,Quick Bites,Delivery,3,4,Mexican,
29432,South Tiffins,Yes,No,East Village,3.6 /5,144,8095500014,Quick Bites,Delivery,5,1,Mexican,
27318,Anika's America Kitchen,Yes,No,East Village,3.3/5,5,9538270610,Delivery,Delivery,1,2,Italian,
7489,The Dragon Express,Yes,No,Chinatown,,0,080 67425009,Quick Bites,Delivery,1,1,Chinese,
29601,Smally's Resto Cafe,Yes,Yes,Tribeca,,1704," 7406772442,  7406772332",Cafe,Delivery,7,5,Snacks,
37420,Pakiza Dilli Darbar Restaurant,Yes,No,Lower Manhattan,3.2 /5,13,9391668083,Quick Bites,Dine-out,1,1,Italian,
35677,Swaadam Veg,Yes,No,Lower Manhattan,3.6 /5,34,8049994999,Casual Dining,Delivery,1,2,Mexican,
30505,Invitation Bar & Restaurant,No,No,Lower Manhattan,3.0 /5,15,9886055270,Bar,Delivery,1,1,American,
11272,Rotti Mane,No,No,Chelsea,3.6/5,13,8105590665,Quick Bites,Dine-out,1,1,Mexican,
50767,Epic Burger,No,No,Chinatown,,0,8867591599,Takeaway,Delivery,1,2,Italian,
1459,Woody's,Yes,No,Midtown,2.6/5,208,"080 26490999, 080 26490888",Casual Dining,Delivery,7,3,Chinese,
2440,Biriyani Angadi,No,No,Lower Manhattan,3.2/5,7,9663266639,Quick Bites,Dine-out,1,1,Italian,
32810,Sri Srinivas Park Hotel,Yes,No,Lower Manhattan,NEW,0,8095956143,Quick Bites,Delivery,1,2,Mexican,
14696,Bathinda Dine,Yes,No,Greenwich,4.1/5,735," 8048515558,  8296600145",Casual Dining,Delivery,7,1,American,
15804,Here & Now,No,No,East Village,4.6/5,1580,9108790611,Cafe,Cafes,7,4,Snacks,
16784,Grigliato,Yes,No,East Village,3.9/5,716,"080 25726660, 080 65704412",Casual Dining,Delivery,,4,Italian,
9792,Pensiri Cafe,Yes,No,East Village,3.5/5,48,8867456453,,Delivery,1,1,American,
17298,Serene Restaurant,No,No,East Village,,0,080 42174555,Quick Bites,Dine-out,1,1,American,
23423,Padosi Apke Apne,No,No,Midtown,NEW,0," 8277759447,  8041204747",Quick Bites,Dine-out,1,3,Mexican,
8846,Biggies Burger 'n' More,Yes,No,Lower Manhattan,3.8/5,208," 8041103328,  9986123444",Cafe,Delivery,7,3,Snacks,
1177,Momo Jojo,Yes,No,Midtown,4.3/5,539,9513808501,Quick Bites,Delivery,7,3,Chinese,
41809,Zeeshan,Yes,No,Staten and Ellis Islands,3.6 /5,92,9741918559,Quick Bites,Dine-out,1,4,American,
2373,Udupi Cafe,No,No,Midtown,,0,"080 49557302,  9035853303",Quick Bites,Dine-out,1,3,Mexican,
41459,Cafe Coffee Day,Yes,No,Staten and Ellis Islands,2.9 /5,12,18001025093,Cafe,Desserts,1,2,Snacks,
23222,The Punjabi Rasoi,No,No,Midtown,NEW,0,080 42085222,Casual Dining,Dine-out,1,1,American,
29389,Kullad Cafe,Yes,No,Lower Manhattan,3.9 /5,333," 8861570148,  9972089231",Cafe,Delivery,7,4,American,
30042,Eshanya,Yes,Yes,Chelsea,4.1 /5,1082,"080 26531155,  8884420925",Casual Dining,Delivery,7,2,American,
34400,Lets cafe,No,No,Tribeca,3.5 /5,6,9573819444,Quick Bites,Dine-out,1,2,Chinese,
37393,Mast Burger,No,No,Lower Manhattan,,0,,Quick Bites,Dine-out,1,2,Italian,
28954,Biriyani Zone,Yes,No,East Village,3.9 /5,670," 9980000887,  9980000744",Casual Dining,Dine-out,7,4,Italian,
19859,Behrouz Burger,Yes,No,Midtown,4.0/5,190," 7022260664,  7022260679",Delivery,Delivery,7,1,Italian,
20069,Ammus Hot N Cool,Yes,No,Lower Manhattan,3.4/5,84,7829389148,Quick Bites,Delivery,,2,American,
21172,Vakulaa Veg Restaurant,Yes,No,Chelsea,3.9 /5,53,080 26659009,Quick Bites,Dine-out,5,2,Mexican,
19687, 99 Variety Nachos,Yes,No,Chelsea,3.6/5,38,7899689049,,Delivery,1,1,Mexican,
50668,Ruchir Restaurant,No,No,Chinatown,,0,9686138729,Quick Bites,Delivery,1,1,American,
9624,Murali Military hotel,No,No,Lower Manhattan,NEW,0,9019396555,Quick Bites,Delivery,1,2,Italian,
22009,Stories,Yes,Yes,Midtown,4.2/5,2206,080 49653116,Pub,Delivery,7,4,American,
19336,Perk - Estd 1986 Delhi,Yes,Yes,Greenwich,4.4/5,1420,"080 48536713,  8884498122",Casual Dining,Pubs and bars,7,1,American,
33949,Tim Tai,Yes,Yes,Tribeca,4.4 /5,3677," 7204198888
 9110635136",Casual Dining,Dine-out,7,7,Chinese,
20028,Drunkling - Sizzlers and Pub,Yes,Yes,Tribeca,4.4/5,344," 8660457440,  8025505542",Casual Dining,Delivery,7,6,Chinese,
18680,Bhartiya Jalpan,No,No,Greenwich,4.1/5,1075," 9686443672, 080 48525797",Casual Dining,Dine-out,7,3,American,
7963,Starbucks,No,No,Chinatown,3.9/5,,,Cafe,Dine-out,1,2,Snacks,
35613,Euki,Yes,Yes,Chelsea,4.1 /5,553,080 41315550,Casual Dining,Delivery,7,2,Italian,
30498,Upahara Johnson,No,No,Chelsea,2.9 /5,25,080 26541133,Quick Bites,Delivery,1,3,Mexican,
29243,Drunkling - Sizzlers and Pub,Yes,Yes,Tribeca,4.4 /5,347," 8660457440,  8025505542",Casual Dining,Drinks & nightlife,7,6,Chinese,
18906,Ambur Biriyani,No,No,Greenwich,3.5/5,41," 9980830833,  9019264461",Quick Bites,Dine-out,1,1,Italian,
8295,The Onyx - The HHI Select Bengaluru,No,No,Midtown,3.3/5,177," 9742281239,  8884404894",Casual Dining,Buffet,7,3,American,
16608,Garage Food Company,Yes,No,East Village,3.8/5,43,080 49722220,Quick Bites,Delivery,1,2,Chinese,
8803,Pizza Central,Yes,No,Lower Manhattan,4.0/5,199,9731100002,Quick Bites,Delivery,5,1,American,
18527,Lahe Lahe Santhe,No,No,Greenwich,3.7/5,17,9886294444,Cafe,Desserts,1,2,Snacks,
2679,Vakulaa Veg Restaurant,Yes,No,Chelsea,3.9/5,49,080 26659009,Quick Bites,Delivery,,2,Mexican,
34286,Village Donne Burger,Yes,No,Tribeca,3.3 /5,50,9880187342,Quick Bites,Dine-out,1,1,Italian,
17188,The Rasaganga,Yes,No,East Village,3.9/5,163,8197399958,Quick Bites,Dine-out,3,4,Mexican,
50520,Izakaya Gastro Pub,Yes,Yes,Chinatown,3.8 /5,128," 7625087121
 8050587483",Bar,Delivery,7,3,American,
33957,Kobe Sizzlers,No,Yes,Tribeca,4.1 /5,1798,"080 49589249
 9901299432",Casual Dining,Dine-out,7,4,American,
29012,Al Hayath,No,No,Lower Manhattan,3.5 /5,17,9342577103,Quick Bites,Dine-out,1,2,American,
26837,Smally's Resto Cafe,Yes,Yes,Tribeca,4.2/5,1701," 7406772442,  7406772332",Cafe,Delivery,7,5,Snacks,
32108,Buff Buffet Buff,Yes,Yes,Tribeca,4.5 /5,3163,080 45128765,Casual Dining,Buffet,7,5,American,
10382,Cafe Coffee Day,No,No,Chelsea,3.5 /5,7,9379467259,Cafe,Desserts,1,2,Snacks,
50650,Spice Boulevard,No,No,Chinatown,3.9 /5,89," 7619180369
 7349298056",Cafe,Delivery,7,3,Snacks,
19431,Cross Road Cafe,Yes,No,Chelsea,3.9/5,91,080 41247022,Cafe,Cafes,7,3,Snacks,
20851,Royal's Burger,Yes,No,Lower Manhattan,,,9980871513,Quick Bites,Delivery,1,1,Italian,
15892,Shanmukha,Yes,No,East Village,4.0/5,987,080 49653004,Casual Dining,Delivery,7,4,Italian,
22340,Happy Eats,Yes,No,Midtown,NEW,0,080 40989787,Delivery,Delivery,1,2,American,
19611,Mahesh Friends Food Center,Yes,No,Lower Manhattan,2.9/5,132,9731081364,Quick Bites,Delivery,1,2,Chinese,
20469,Halli Rotti Manne,No,No,Chelsea,3.4/5,9,9008829029,Quick Bites,Delivery,1,1,Mexican,
44814,Sri Udupi Park,Yes,No,Greenwich,4.2 /5,781," 9945977774
080 25257774",Quick Bites,Delivery,7,4,Mexican,
51171,The Big Spoon,Yes,No,Chinatown,3.8 /5,45," 6360116461
 9819246944",Casual Dining,Dine-out,1,2,American,
22321,Vyanjan,Yes,No,Lower Manhattan,3.9/5,203,9916937446,Quick Bites,Delivery,7,2,American,
23392,Coffee Cafe,No,No,Midtown,,0,9739452211,Quick Bites,Dine-out,1,1,Mexican,
16666,New Punjabi Pure Veg Restaurant,Yes,No,East Village,3.5/5,10,9663357948,Quick Bites,Delivery,1,1,American,
29330,Dhuaan,No,No,Tribeca,4.3 /5,138,7406434444,Cafe,Cafes,5,2,Snacks,
33676,Smally's Resto Cafe,Yes,Yes,Tribeca,,1705," 7406772442
 7406772332",Cafe,Desserts,7,5,Snacks,
30002,Ammus Hot N Cool,Yes,No,Lower Manhattan,3.4 /5,84,7829389148,Quick Bites,Delivery,1,5,American,
19774,Daniyal's,Yes,No,Lower Manhattan,3.1/5,42,8197567419,Quick Bites,Delivery,1,4,American,
37404,Ayush Reddy Tiffins & Fast Food Center,No,No,Lower Manhattan,,0,7893037059,Quick Bites,Dine-out,1,3,Mexican,
34033,Beijing Bites,Yes,Yes,Tribeca,4.0 /5,864,"080 42246688
080 42246588",Casual Dining,Dine-out,7,2,Chinese,
20672,B2D Indori Perk,No,No,Lower Manhattan,,0,9691652001,Quick Bites,Delivery,1,1,American,
23755,Biriyani Angadi,No,No,Lower Manhattan,3.2/5,7,9663266639,Quick Bites,Dine-out,1,1,Italian,
20713,Sri Venkateswara Andra Mess,No,No,Lower Manhattan,,0,9886913332,Quick Bites,Delivery,1,1,Mexican,
8255,Checkered Bar - MGM Mark,No,No,Chinatown,3.6/5,19," 9164752268, 080 41985556",Lounge,Drinks & nightlife,1,3,American,
31162,Cafe Coffee Day,Yes,No,Tribeca,2.9 /5,70,9916038673,Cafe,Dine-out,1,1,Snacks,
34719,Hammered,No,No,East Village,4.3 /5,430,080 45128705,Bar,Drinks & nightlife,7,4,American,
32226,Mudpipe Cafe,Yes,Yes,Lower Manhattan,4.5 /5,1879,9631220007,Cafe,Cafes,7,3,Snacks,
30431,Deepam Tiffins,No,No,Lower Manhattan,,0," 7003050054,  9748122867",Quick Bites,Delivery,1,3,Mexican,
3461,Empire Restaurant,Yes,No,Chelsea,4.4 /5,5060,080 40414141,Casual Dining,Dine-out,,4,American,
9846,Donne Biriyani Mane,No,No,Midtown,,0,9901365544,Quick Bites,Delivery,1,2,Italian,
22420,Khan's Burger,Yes,No,Lower Manhattan,3.0/5,11," 9902261142, 080 42121142",Quick Bites,Delivery,,2,Italian,
2519,Starbucks,No,No,Chelsea,4.1/5,108,,Cafe,Cafes,1,2,Snacks,
6893,Delight food,Yes,No,Staten and Ellis Islands,NEW,0,7624863271,Quick Bites,Delivery,1,2,American,
1906,Mango Greens,No,Yes,Midtown,3.9/5,48," 9880863789, 080 26851030",Casual Dining,Desserts,1,3,American,
22922,It's My Meal Food Service,No,No,East Village,,0,9845972713,Delivery,Delivery,,2,American,
9595,Momo Hut,Yes,No,Tribeca,4.0/5,684," 9901617606,  6360809299",Quick Bites,Delivery,7,3,Chinese,
11485,Turquoise,No,No,Midtown,2.8/5,56,080 42456060,Lounge,Drinks & nightlife,1,1,American,
33235,late100,No,No,Lower Manhattan,,0," 9035674578,  9901067717",Delivery,Delivery,1,2,American,
8718,The little Kitchen,Yes,No,Midtown,,4,9113076319,Quick Bites,Delivery,1,2,Chinese,
